0,L1-2018,Bundesliga,Germany
2,126214,Mathew Leckie,1991-02-04,Melbourne,Australia,181,N/A,N/A,RW,44,11,2700000
2,193877,Pascal Köpke,1995-09-03,Hanau,Germany,177,N/A,N/A,CF,44,14,1580000
2,300508,Palko Dárdai,1999-04-24,Berlin,Germany,178,N/A,N/A,RW,44,24,900000
2,335479,Maurice Covic,1998-04-17,Berlin,Germany,175,N/A,N/A,RW,44,34,180000
2,39732,Thomas Kraft,1988-07-22,Kirchen (Sieg),Germany,187,N/A,N/A,GK,44,1,675000
2,342966,Dennis Smarsch,1999-01-14,Berlin,Germany,195,N/A,N/A,GK,44,12,180000
2,162434,Niklas Stark,1995-04-14,Neustadt an der Aisch,Germany,190,N/A,N/A,CB,44,5,18000000
2,89592,Marvin Plattenhardt,1992-01-26,Filderstadt,Germany,181,N/A,N/A,LB,44,21,10800000
2,282660,Maximilian Mittelstädt,1997-03-18,Berlin,Germany,180,N/A,N/A,LB,44,17,8100000
2,282577,Lukas Klünter,1996-05-26,Euskirchen,Germany,184,N/A,N/A,RB,44,13,1800000
2,296345,Florian Baak,1999-03-18,Berlin,Germany,191,N/A,N/A,CB,44,29,360000
2,296397,Arne Maier,1999-01-08,Ludwigsfelde,Germany,183,N/A,N/A,DM,44,23,19800000
2,186368,Valentino Lazaro,1996-03-24,Graz,Austria,180,N/A,N/A,RM,44,20,15300000
2,179643,Vladimir Darida,1990-08-08,Pilsen,CSSR,172,N/A,N/A,CM,44,6,4500000
2,42203,Fabian Lustenberger,1988-05-02,Wolhusen,Switzerland,180,N/A,N/A,DM,44,28,2250000
2,178459,Davie Selke,1995-01-20,Schorndorf,Germany,194,N/A,N/A,CF,44,27,18000000
2,7971,Salomon Kalou,1985-08-05,Oumé,Cote dIvoire,184,N/A,N/A,LW,44,8,3150000
2,21175,Vedad Ibisevic,1984-08-06,Vlasenica,Jugoslawien (SFR),188,N/A,N/A,CF,44,19,1800000
2,45662,Alexander Esswein,1990-03-25,Worms,Germany,182,N/A,N/A,RW,79,-1,900000
2,358870,Dennis Jastrzembski,2000-02-20,Rendsburg,Germany,177,N/A,N/A,LW,44,32,720000
